header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Octopus-vulgaris-1,-112.60,62.00,37.88,35.53
5s_Streptomyces-coelicolor-2,-113.72,42.80,6.58,8.09
5s_Streptomyces-lividans-1,-113.72,42.80,6.58,8.09
5s_Rhodopseudomonas-palustris-2,-114.26,57.92,38.92,20.58
5s_Methanolobus-tindarius-1,-114.61,44.56,12.54,6.54
5s_Actinia-equina-1,-115.16,59.53,59.72,3.71
5s_Clostridium-carnis-1,-115.29,46.88,14.29,11.08
5s_Anthopleura-japonica-1,-115.34,59.50,59.72,3.43
5s_Lingula-anatina-1,-115.34,59.50,59.72,3.43
5s_S_kowalev2E,-116.91,42.48,7.39,3.14
5s_Blakeslea-trispora-1,-117.17,48.80,20.54,8.68
5s_Rhodopseudomonas-palustris-3,-117.29,65.23,60.79,17.61
5s_Helicobacter-pylori-3,-117.47,59.45,49.97,10.92
5s_Batrachospermum-ectocarpum-1,-117.63,44.59,8.00,8.12
5s_Thiothrix-sp.-1,-117.70,46.55,15.19,6.77
5s_Flavobacterium-hydatis-1,-119.61,60.01,21.72,38.69
5s_Acremonium-persicinum-3,-120.33,53.22,14.35,25.00
5s_Nitrobacter-winogradskyi-1,-120.56,60.27,45.43,14.83
5s_Halobacterium-salinarum-1,-120.60,63.89,36.68,34.40
5s_Gymnosporangium-sabinae-1,-120.69,42.93,3.00,5.10
5s_Candida-cylindracea-1,-120.98,55.97,23.72,23.21
5s_Streptomyces-coelicolor-6,-121.65,44.91,4.97,8.11
5s_Haloarcula-marismortui-3,-122.15,55.11,37.58,5.61
5s_Streptomyces-coelicolor-1,-122.24,46.42,7.52,9.50
5s_Bombyx-mori-4,-122.36,51.44,16.04,15.91
5s_Fusarium-asiaticum-2,-122.75,50.23,9.16,18.77
5s_Fusarium-cerealis-3,-122.75,50.23,9.16,18.77
5s_Exidia-glandulosa-1,-123.57,53.47,20.48,16.35
5s_Rhabdomonas-costata-1,-124.01,50.86,15.52,13.03
5s_Ascaris-suum-1,-124.75,63.16,36.20,28.54
5s_Caulobacter-sp.-5,-125.01,64.26,39.82,27.94
5s_Myxococcus-coralloides-1,-125.15,59.73,40.49,13.54
5s_Emericella-nidulans-8,-126.21,50.07,8.99,15.00
5s_Hyphomonas-polymorpha-1,-129.04,63.01,47.05,12.93
5s_Phleogena-faginea-1,-129.63,53.56,9.13,21.93
5s_Physarum-polycephalum-1,-130.31,56.49,23.85,15.29
5s_Dictyostelium-discoideum-1,-131.96,53.13,15.01,12.40
5s_Methanococcus-maripaludis-1,-132.29,55.22,18.05,15.31
5s_Methanopyrus-kandleri-1,-132.60,74.83,72.85,19.03
5s_Nanoarchaeum-equitans-1,-133.09,57.71,22.48,17.55
5s_Streptomyces-coelicolor-3,-133.33,48.64,3.94,8.65
5s_Fusarium-pseudograminearum-1,-134.74,56.05,19.29,14.11
5s_Helicobacter-pylori-2,-135.15,59.03,35.05,6.90
5s_Candida-azyma-1,-135.37,67.21,48.37,17.89
5s_Dugesia-japonica-1,-135.71,51.81,12.85,6.86
5s_Thermococcus-celer-2,-136.71,55.98,26.69,4.54
5s_Nadsonia-fulvescens-1,-137.37,49.85,3.24,8.94
5s_Fusarium-cerealis-2,-140.66,50.91,6.02,6.04
5s_Methanothermobacter-thermautotrophicus-6,-144.47,57.17,24.31,2.72
5s_Geobacillus-stearothermophilus-2,-147.02,52.10,3.25,6.03
5s_Saprospira-grandis-1,-151.52,63.14,12.64,25.28
5s_uncultured-euryarchaeote-37F11-1,-151.61,57.07,11.02,8.57
5s_Helicobasidium-purpureum-1,-164.08,61.19,11.57,7.92
5s_Rhodospirillum-rubrum-1,-165.96,70.96,43.11,3.81
5s_Acidiphilium-acidophilum-1,-168.33,61.72,6.91,9.93
5s_Methanobrevibacter-ruminantium-1,-170.12,73.31,25.00,24.82
