header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Fusarium-lunulosporum-1,-110.33,50.72,19.24,22.58
5s_Bacteroides-veroralis-1,-110.90,55.19,24.05,30.61
5s_Spirobolus-sp-1,-111.09,58.02,51.37,11.60
5s_Thermococcus-celer-1,-111.20,55.54,50.80,4.64
5s_Aspergillus-niger-1,-111.77,39.62,2.72,4.35
5s_Azospirillum-lipoferum-1,-113.36,55.62,12.33,41.18
5s_Caulobacter-sp.-1,-113.94,68.82,46.02,46.49
5s_Clostridium-carnis-1,-114.86,45.96,11.93,11.08
5s_Actinia-equina-1,-115.35,59.60,59.73,3.71
5s_Tilletiaria-anomala-1,-115.41,56.53,26.53,27.66
5s_Anthopleura-japonica-1,-115.54,59.57,59.73,3.43
5s_Lingula-anatina-1,-115.54,59.57,59.73,3.43
5s_Thiothrix-sp.-1,-116.16,42.23,3.76,6.77
5s_Candida-cylindracea-1,-117.56,54.55,22.89,23.21
5s_Batrachospermum-ectocarpum-1,-117.63,44.59,8.00,8.12
5s_Emericella-nidulans-8,-117.68,47.18,8.86,15.00
5s_Clostridium-acetobutylicum-4,-118.56,57.62,37.41,16.90
5s_Fusarium-lunulosporum-3,-119.04,63.55,44.57,27.05
5s_Flavobacterium-hydatis-1,-119.36,61.36,26.01,38.69
5s_Halobacterium-salinarum-1,-119.37,61.68,31.26,34.40
5s_Microstroma-juglandis-1,-119.85,56.50,41.46,8.20
5s_Myxococcus-coralloides-1,-120.24,55.91,33.94,13.54
5s_Methanosarcina-mazei-1,-121.46,51.37,17.99,14.65
5s_Methanosarcina-mazei-2,-121.46,51.37,17.99,14.65
5s_Helicobacter-pylori-2,-122.13,57.88,44.61,6.90
5s_Oceanobacillus-iheyensis-1,-122.14,64.17,35.81,34.55
5s_Amycolatopsis-mediterranei-1,-124.58,46.32,7.54,6.84
5s_Methanolobus-tindarius-2,-126.35,54.13,29.49,6.54
5s_Carpopeltis-crispata-1,-126.45,46.77,6.47,7.39
5s_Leifsonia-xyli-1,-129.35,65.38,34.77,32.03
5s_Methanopyrus-kandleri-1,-135.04,76.01,73.95,19.03
5s_Candida-azyma-1,-135.30,67.07,48.02,17.89
5s_Methanothermobacter-thermautotrophicus-7,-136.17,61.59,35.94,12.66
5s_Nanoarchaeum-equitans-1,-137.01,60.97,28.36,17.55
5s_Physarum-polycephalum-1,-137.05,60.13,28.06,15.29
5s_Phleogena-faginea-1,-138.82,54.63,3.16,21.93
5s_Cyclidiopsis-acus-1,-139.77,57.94,19.31,14.73
5s_Phacus-curvicauda-1,-139.77,57.94,19.31,14.73
5s_Haloarcula-marismortui-3,-140.51,61.24,37.60,5.61
5s_Methanococcus-maripaludis-1,-141.30,58.35,18.45,15.31
5s_Caulobacter-sp.-5,-141.68,69.54,38.99,27.94
5s_Chlamydomonas-sp.-1,-142.09,54.20,11.12,9.38
5s_Ascaris-suum-1,-146.12,67.02,26.38,28.54
5s_Thermococcus-celer-2,-147.24,57.16,19.70,4.54
5s_Fusarium-pseudograminearum-1,-147.48,58.22,13.06,14.11
5s_Saprospira-grandis-1,-147.76,61.89,12.64,25.28
5s_uncultured-euryarchaeote-37F11-1,-149.00,55.30,8.34,8.57
5s_Dictyostelium-discoideum-1,-154.12,60.18,14.02,12.40
5s_Rhodospirillum-rubrum-1,-157.80,71.68,53.43,3.81
5s_Helicobasidium-purpureum-1,-157.87,55.95,2.07,7.92
5s_Nadsonia-fulvescens-1,-159.17,57.14,3.31,8.94
5s_Methanobrevibacter-ruminantium-1,-168.98,72.93,25.00,24.82
5s_Methanolobus-tindarius-1,-170.15,62.22,9.99,6.54
5s_Acidiphilium-acidophilum-1,-174.34,64.84,10.26,9.93
5s_Lentinula-edodes-2,-175.46,66.36,11.04,12.57
5s_Methanothermobacter-thermautotrophicus-6,-178.50,64.94,13.59,2.72
